"","Estimate","Std. Error","t value","Pr(>|t|)"
"property_typeShared room",-59.8768795542046,85.1895381865221,-0.702866582315594,0.482141544572845
"property_typeShared room in bed and breakfast",-96.4968367412838,64.4067405588165,-1.49824126953238,0.134075681345258
"property_typeShared room in boutique hotel",-160.851725526261,107.726626885762,-1.49314733205965,0.135403727050865
"property_typeShared room in bungalow",-70.193452902361,85.1854538733632,-0.8240075002325,0.409938474439016
"property_typeShared room in condo",-24.2132726135998,59.0299530224048,-0.410186208422182,0.681670778151796
"property_typeShared room in guesthouse",-111.218211681455,62.231843669664,-1.78715919572973,0.0739166584435345
"property_typeShared room in home",-54.5280611615676,55.1434099593003,-0.988840936783074,0.322744840908931
"property_typeShared room in hostel",-240.714500911833,55.5441720285519,-4.33374901669425,0.0000146822330048038
"property_typeShared room in hotel",-144.561118977814,57.3184353155486,-2.52207022368944,0.0116691309393079
"property_typeShared room in rental unit",-73.8476196494029,54.8123712271212,-1.34728014855273,0.177894959781191
"property_typeShared room in serviced apartment",-219.623993704482,107.724990083851,-2.03874693823161,0.0414795345979097
"property_typeShared room in townhouse",-56.2469990046997,107.731688449484,-0.522102640497223,0.60160073829229
"property_typeShared room in vacation home",-80.7606772852669,107.714751691657,-0.749764317485976,0.45339951533813
"property_typeShared room in villa",-50.9304455149558,107.732904516871,-0.472747353683202,0.636395106645133
"property_typeShepherd’s hut",155.184599338787,76.239815953074,2.03547972143983,0.0418068815028218
"property_typeShipping container",126.28445256289,76.2330195468133,1.65655844821077,0.0976138524477353
"property_typeTent",52.0093438199857,107.805030991919,0.482438930182065,0.629495879130073
"property_typeTiny home",-64.5880263260557,55.4820995552712,-1.1641236875276,0.244378381794646
"property_typeTower",74.529345045856,76.1857138437338,0.97825880057677,0.327950168082338
"room_typeHotel room",-0.0938326159205508,26.9659948331188,-0.00347966453680799,0.997223646216641
"room_typePrivate room",-14.0086072115679,21.1018013526643,-0.663858358698803,0.506783445156143
